Date,^DJI,GS,MCD,DOW,CAT,MRK,CVX,VZ,MSFT,AMGN,CSCO,BA,PG,JPM,WBA,DIS,KO,MMM,AXP,WMT,JNJ,HON,V,NKE,AAPL,CRM,HD,TRV,UNH,INTC,IBM
2019-04-30,26592.91015625,197.81114196777344,189.41664123535156,51.04017639160156,132.55665588378906,74.76866149902344,110.28337860107422,53.09588623046875,127.89188385009766,170.65631103515625,52.918636322021484,368.8439025878906,101.97449493408203,109.523681640625,50.039737701416016,135.31626892089844,46.38115310668945,177.9734344482422,113.97774505615234,99.67699432373047,134.5808868408203,167.17514038085938,162.66551208496094,86.31063842773438,49.21186447143555,165.35000610351562,195.17100524902344,137.55987548828125,226.34378051757812,48.89745330810547,128.66217041015625
2019-05-01,26430.140625,196.66799926757812,186.15695190429688,50.5003547668457,131.34918212890625,74.77816772460938,108.21660614013672,52.47385787963867,125.22827911376953,167.6299591064453,52.56868362426758,367.9747619628906,100.49007415771484,108.68373107910156,50.14249038696289,134.7333984375,45.93681716918945,174.7428436279297,113.77355194091797,98.24251556396484,135.2957305908203,164.58514404296875,161.04312133789062,84.41402435302734,51.62746047973633,162.14999389648438,190.4761505126953,136.9187469482422,225.256103515625,48.62921142578125,128.92813110351562
2019-05-02,26307.7890625,196.9177703857422,186.5787811279297,47.41437911987305,128.51585388183594,75.53809356689453,106.90304565429688,52.91020965576172,123.59290313720703,167.97254943847656,51.96335983276367,366.9981689453125,101.0934066772461,108.9196548461914,50.245243072509766,132.52044677734375,45.747737884521484,173.503173828125,113.99717712402344,98.03897857666016,134.6571502685547,165.0087890625,159.3910369873047,83.79492950439453,51.29148483276367,161.8300018310547,192.59361267089844,136.5550994873047,225.74166870117188,48.42802429199219,128.03842163085938
2019-05-03,26504.94921875,199.34811401367188,189.3686981201172,47.954200744628906,132.21438598632812,75.99406433105469,107.72056579589844,53.142311096191406,126.22711944580078,168.74343872070312,51.96335983276367,367.6427001953125,101.5914077758789,109.58973693847656,50.51612854003906,132.70814514160156,46.05971908569336,173.94456481933594,116.0389404296875,98.94038391113281,135.3529052734375,167.08848571777344,160.3011932373047,84.21748352050781,51.929107666015625,163.33999633789062,192.16246032714844,137.1771240234375,225.256103515625,49.57765197753906,128.643798828125
2019-05-06,26438.48046875,198.30104064941406,190.6917266845703,48.09814453125,130.02760314941406,75.5000991821289,108.7585678100586,52.835933685302734,125.4926528930664,168.5054931640625,51.632320404052734,362.89654541015625,101.20833587646484,108.6176528930664,50.366668701171875,133.37005615234375,45.8233642578125,171.8972625732422,116.0291976928711,99.30868530273438,135.42918395996094,166.1930389404297,160.53860473632812,82.12433624267578,51.12717819213867,162.5,191.2714080810547,137.253662109375,233.55934143066406,49.370418548583984,128.76307678222656
2019-05-07,25965.08984375,194.6506805419922,189.86721801757812,47.63930130004883,127.08970642089844,73.99922943115234,108.63912963867188,52.57597732543945,122.91719818115234,165.46963500976562,50.55408477783203,348.86309814453125,100.26980590820312,106.84339141845703,49.45124816894531,131.82888793945312,45.379024505615234,168.21591186523438,114.94026947021484,98.18436431884766,133.40855407714844,163.53567504882812,158.49082946777344,81.11214447021484,49.748939514160156,156.89999389648438,186.61489868164062,135.6077423095703,231.1800537109375,48.657142639160156,126.24980926513672
2019-05-08,25967.330078125,193.0368194580078,189.85765075683594,47.21643829345703,125.45439147949219,74.26519775390625,107.93184661865234,52.343875885009766,122.90742492675781,163.83273315429688,50.57300567626953,351.3240661621094,100.6241455078125,106.27713012695312,49.97434997558594,133.3601837158203,45.23722457885742,167.7181854248047,114.23052215576172,97.2151107788086,133.2369842529297,164.02670288085938,159.03489685058594,81.33817291259766,49.75874710083008,156.86000061035156,186.99813842773438,135.43548583984375,232.24830627441406,47.461917877197266,126.58000946044922
2019-05-09,25828.359375,193.6900634765625,189.5700225830078,47.621307373046875,124.7413101196289,74.4076919555664,111.32136535644531,52.43671798706055,122.89763641357422,164.51792907714844,50.052799224853516,347.82257080078125,99.82926940917969,106.19217681884766,50.030399322509766,131.97708129882812,44.81179428100586,164.6096649169922,114.00690460205078,96.99100494384766,132.2266845703125,164.05560302734375,158.09510803222656,81.5445327758789,49.2241325378418,156.30999755859375,186.43284606933594,135.72256469726562,231.10235595703125,44.9365234375,125.61474609375
2019-05-10,25942.369140625,194.09353637695312,191.7367706298828,47.74726104736328,124.8744125366211,74.27470397949219,112.05622100830078,52.835933685302734,124.49382781982422,163.54721069335938,50.468963623046875,348.35296630859375,101.52437591552734,106.1827621459961,49.899620056152344,132.42164611816406,45.55865478515625,165.1543731689453,115.17361450195312,99.3003158569336,132.53167724609375,165.24949645996094,158.98545837402344,82.49774932861328,48.542205810546875,159.94000244140625,186.43284606933594,137.76083374023438,233.646728515625,44.53169250488281,125.59618377685547
2019-05-13,25324.990234375,187.2923583984375,190.8163604736328,45.83989334106445,119.13175201416016,73.3057632446289,110.6324462890625,52.68738555908203,120.79219818115234,159.50254821777344,48.52056884765625,331.361083984375,101.62014770507812,103.29483795166016,48.6852912902832,129.75424194335938,45.426300048828125,163.47335815429688,112.68463134765625,97.33203887939453,130.76841735839844,160.61831665039062,155.64173889160156,81.10232543945312,45.72096252441406,153.14999389648438,182.37037658691406,137.23452758789062,232.6367645263672,43.14369201660156,121.9764175415039
